image_path,label
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_4367.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_1875.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_6691.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_6853.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_11869.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_959.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_17822.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_6566.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_5873.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_6201.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_4584.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_2039.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_20389.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_105.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_12288.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_2520.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_7397.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_2297.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_8613.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_10610.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_305.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_2844.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_7202.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_4646.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_10078.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_9266.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_1282.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_2512.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_392.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_3016.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_897.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_4959.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_2590.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_15856.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_17457.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_7791.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_16410.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_4215.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_6782.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_11831.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_30649.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_2365.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_23813.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_9936.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_26132.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_7835.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_3676.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_13692.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_9031.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_3555.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_449.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_13559.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_10839.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_5037.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_1506.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_6976.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_22874.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_24910.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_39.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_7882.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_11434.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_6872.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_12198.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_38741.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_887.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_18876.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_23757.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_2847.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_2528.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_2461.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_4343.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_1494.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_1011.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_979.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_2303.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_6861.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_2175.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_4831.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_4154.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_12846.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_3333.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_5651.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_18394.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_717.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_12527.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_2542.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_7634.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_1176.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_4588.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_503.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_1491.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_18350.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_7553.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_4445.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_1995.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_3965.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_3329.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_4794.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_19134.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_4649.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_942.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_8441.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_4686.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_367.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_2285.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_4633.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_14733.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_6930.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_1902.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_5177.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_3394.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_1148.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_2392.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_10494.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_5770.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_917.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_2268.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_9780.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_2606.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_6786.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_10820.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_6903.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_9772.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_12739.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_9221.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_9226.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_9400.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_11183.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_9484.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_14376.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_1509.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_22825.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_5557.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_14906.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01755581/n01755581_6741.JPEG,9
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_2135.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_6208.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_34616.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_4524.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_21580.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_2860.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_4222.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_5987.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_6492.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_788.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_5375.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_30581.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_7380.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_3779.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_3906.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_5871.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_1546.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_2162.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_8756.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01818515/n01818515_14959.JPEG,7
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_2807.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01770081/n01770081_10344.JPEG,4
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_5817.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_35148.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01518878/n01518878_298.JPEG,3
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_14257.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01622779/n01622779_2423.JPEG,0
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_5480.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_1410.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_10418.JPEG,5
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_3428.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01675722/n01675722_8521.JPEG,1
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01775062/n01775062_8525.JPEG,8
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01697457/n01697457_4322.JPEG,6
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01774750/n01774750_10317.JPEG,2
/home/ygu2/kekechen_common/datasets/imagenet/imagenet/ILSVRC/Data/CLS-LOC/train/n01795545/n01795545_17358.JPEG,5
