hierarchy_level,parent_node,child_node,probability
14,ray,electric_ray,0.5
14,ray,stingray,0.5
14,sea_turtle,leatherback_turtle,0.5
14,sea_turtle,loggerhead,0.5
14,shark,hammerhead,0.3333333333333333
14,shark,mackerel_shark,0.3333333333333333
14,shark,requiem_shark,0.3333333333333333
14,soft-finned_fish,cypriniform_fish,1.0
14,teiid_lizard,whiptail,1.0
14,venomous_lizard,Gila_monster,1.0
15,black_mamba,green_mamba,1.0
15,ceratopsian,triceratops,1.0
15,cypriniform_fish,cyprinid,1.0
15,mackerel_shark,great_white_shark,1.0
15,peafowl,peacock,1.0
15,python,rock_python,1.0
15,rattlesnake,diamondback,0.5
15,rattlesnake,sidewinder,0.5
15,requiem_shark,tiger_shark,1.0
16,cyprinid,goldfish,0.5
16,cyprinid,tench,0.5
