hierarchy_level,parent_node,child_node,probability
14,monitor,Komodo_dragon,1.0
14,nightingale,bulbul,1.0
14,ornithischian,ceratopsian,1.0
14,pheasant,peafowl,1.0
14,pit_viper,rattlesnake,1.0
14,ray,electric_ray,0.55
14,ray,stingray,0.45
14,sea_turtle,leatherback_turtle,0.6000000000000001
14,sea_turtle,loggerhead,0.4
14,shark,hammerhead,0.41666666666666663
14,shark,mackerel_shark,0.26666666666666666
14,shark,requiem_shark,0.31666666666666665
14,soft-finned_fish,cypriniform_fish,1.0
14,teiid_lizard,whiptail,1.0
14,venomous_lizard,Gila_monster,1.0
15,black_mamba,green_mamba,1.0
15,ceratopsian,triceratops,1.0
15,cypriniform_fish,cyprinid,1.0
15,mackerel_shark,great_white_shark,1.0
15,peafowl,peacock,1.0
15,python,rock_python,1.0
15,rattlesnake,diamondback,0.5
15,rattlesnake,sidewinder,0.5
15,requiem_shark,tiger_shark,1.0
16,cyprinid,goldfish,0.55
16,cyprinid,tench,0.45
