hierarchy_level,parent_node,child_node,probability
14,iguanid,common_iguana,0.45
14,lacertid_lizard,green_lizard,1.0
14,mamba,black_mamba,1.0
14,monitor,Komodo_dragon,1.0
14,nightingale,bulbul,1.0
14,ornithischian,ceratopsian,1.0
14,pheasant,peafowl,1.0
14,pit_viper,rattlesnake,1.0
14,ray,electric_ray,0.19999999999999996
14,ray,stingray,0.8000000000000002
14,sea_turtle,leatherback_turtle,0.6000000000000001
14,sea_turtle,loggerhead,0.4
14,shark,hammerhead,0.4166666666666667
14,shark,mackerel_shark,0.2666666666666666
14,shark,requiem_shark,0.3166666666666666
14,soft-finned_fish,cypriniform_fish,1.0
14,teiid_lizard,whiptail,1.0
14,venomous_lizard,Gila_monster,1.0
15,black_mamba,green_mamba,1.0
15,ceratopsian,triceratops,1.0
15,cypriniform_fish,cyprinid,1.0
15,mackerel_shark,great_white_shark,1.0
15,peafowl,peacock,1.0
15,python,rock_python,1.0
15,rattlesnake,diamondback,0.45
15,rattlesnake,sidewinder,0.55
15,requiem_shark,tiger_shark,1.0
16,cyprinid,goldfish,0.65
16,cyprinid,tench,0.3500000000000001
